English Name,Item Type,Main Category,Description,Buy PokeYen,Buy BP,Buy Coin,Buy RP,Sell PokeYen
Toxic Orb,Hold Items,Items,"An item to be held by a Pokémon.
It is a bizarre orb that badly
poisons
the holder in battle.",100,6400,0,0,50
Flame Orb,Hold Items,Items,"An item to be held by a Pokémon.
It is a bizarre orb that inflicts a
burn on the holder in battle.",100,6400,0,0,50
Quick Powder,Hold Items,Items,"An item to be held by Ditto.
Extremely fine yet hard, this odd
powder boosts the Speed stat.",10,0,0,0,5
Focus Sash,Hold Items,Items,"An item to be held by a Pokémon.
If it has full HP, The holder will
endure a potential KO attack with
1HP.

This item is consumed upon use.",200,100,0,0,100
Zoom Lens,Hold Items,Items,"An item to be held by a Pokémon. If the holder moves after its target, its accuracy will be boosted",200,4800,2500,0,100
Metronome,Hold Items,Items,"An item to be held by a Pokémon.
It boosts the power of a move by 20%
for each consecutive use, up to a
maximum increase of 100%.",200,0,2500,0,100
Iron Ball,Hold Items,Items,A Pokémon held item that cuts Speed. It makes Flying-type and levitating holders susceptible to Ground moves,200,4800,0,0,100
Lagging Tail,Hold Items,Items,"An item to be held by a Pokémon.
It is tremendously heavy and makes
the holder move slower than usual.",200,0,0,0,100
Destiny Knot,Hold Items,Items,"A long, thin, bright-red string to
be held by a Pokémon. If the holder
becomes infatuated, the foe does too.",200,0,0,0,100
Black Sludge,Hold Items,Items,"An item to be held by a Pokémon.
When held by a Poison-type Pokémon in
battle, 6.25% of the holder's HP is
restored at the end of each turn.

When held by a Non-Poison-type
Pokémon, it inflicts 12.5% of damage
at the end of each turn. Pokémon with
the ability Magic Guard are immune to
this effect.",200,0,0,0,100
Icy Rock,Hold Items,Items,"An item to be held by a Pokémon.
It extends the duration of Snowy
weather to 8 turns, when created by
the item holder.",200,0,0,0,100
Smooth Rock,Hold Items,Items,"An item to be held by a Pokémon.
It extends the duration of Sandstorm
weather to 8 turns, when created by
the item holder.",200,0,0,0,100
Heat Rock,Hold Items,Items,"An item to be held by a Pokémon.
It extends the duration of Harsh
Sunlight weather to 8 turns, when
created by the item holder.",200,0,0,0,100
Damp Rock,Hold Items,Items,"An item to be held by a Pokémon.
It extends the duration of Rain
weather to 8 turns, when created by
the item holder.",200,0,0,0,100
Grip Claw,Hold Items,Items,"When held by a Pokémon, it causes
binding moves used by the holder to
always continue for 7 turns.",200,0,0,0,100
Choice Scarf,Hold Items,Items,"An item to be held by a Pokémon.
Holding this item will increase Speed
by 50% when in battle, but only
allows the use of the first move
selected.",200,9800,0,0,100
Sticky Barb,Hold Items,Items,"An item to be held by a Pokémon.
It inflicts the holder with 12.5% of
its maximum HP each turn.

If the holder is hit with a move that
makes contact, the Sticky Barb will
latch onto the opponent.

Pokémon with the ability Magic Guard
do not take damage from this item.",200,0,0,0,100
Power Bracer,Hold Items,Items,"An item to be held by a Pokémon when
breeding.
Holding this item will guarantee the
child inherits this Pokémon's Attack
IV.

This item is consumed upon use.",10000,750,0,0,5000
Power Belt,Hold Items,Items,"An item to be held by a Pokémon when
breeding.
Holding this item will guarantee the
child inherits this Pokémon's Defense
IV.

This item is consumed upon use.",10000,750,0,0,5000
Power Lens,Hold Items,Items,"An item to be held by a Pokémon when
breeding.
Holding this item will guarantee the
child inherits this Pokémon's Sp.Atk
IV.

This item is consumed upon use.",10000,750,0,0,5000
Power Band,Hold Items,Items,"An item to be held by a Pokémon when
breeding.
Holding this item will guarantee the
child inherits this Pokémon's Sp.Def
IV.

This item is consumed upon use.",10000,750,0,0,5000
Power Anklet,Hold Items,Items,"An item to be held by a Pokémon when
breeding.
Holding this item will guarantee the
child inherits this Pokémon's Speed
IV.

This item is consumed upon use.",10000,750,0,0,5000
Power Weight,Hold Items,Items,"An item to be held by a Pokémon when
breeding.
Holding this item will guarantee the
child inherits this Pokémon's HP IV.

This item is consumed upon use.",10000,750,0,0,5000
Shed Shell,Hold Items,Items,"A tough, discarded carapace to be
held
by a Pokémon. It enables the holder
to
switch with a waiting Pokémon in
battle.",100,0,0,0,50
Big Root,Hold Items,Items,"A Pokémon held item that boosts the
power of HP-stealing moves to let the
holder recover more HP.",200,0,0,0,100
Choice Specs,Hold Items,Items,"An item to be held by a Pokémon.
Holding this item will increase Sp.Atk
by 50% when in battle, but only
allows the use of the first move
selected.",200,9800,0,0,100
Flame Plate,Hold Items,Items,"An item to be held by a Pokémon.
It is a stone tablet that boosts the
power of Fire-type moves.",0,0,0,0,0
Splash Plate,Hold Items,Items,"An item to be held by a Pokémon.
It is a stone tablet that boosts the
power of Water-type moves.",0,0,0,0,0
Zap Plate,Hold Items,Items,"An item to be held by a Pokémon.
It is a stone tablet that boosts the
power of Electric-type moves.",0,0,0,0,0
Meadow Plate,Hold Items,Items,"An item to be held by a Pokémon.
It is a stone tablet that boosts the
power of Grass-type moves.",0,0,0,0,0
Icicle Plate,Hold Items,Items,"An item to be held by a Pokémon.
It is a stone tablet that boosts the
power of Ice-type moves.",0,0,0,0,0
Fist Plate,Hold Items,Items,"An item to be held by a Pokémon.
It is a stone tablet that boosts the
power of Fighting-type moves.",0,0,0,0,0
Toxic Plate,Hold Items,Items,"An item to be held by a Pokémon.
It is a stone tablet that boosts the
power of Poison-type moves.",0,0,0,0,0
Earth Plate,Hold Items,Items,"An item to be held by a Pokémon.
It is a stone tablet that boosts the
power of Ground-type moves.",0,0,0,0,0
Sky Plate,Hold Items,Items,"An item to be held by a Pokémon.
It is a stone tablet that boosts the
power of Flying-type moves.",0,0,0,0,0
Mind Plate,Hold Items,Items,"An item to be held by a Pokémon.
It is a stone tablet that boosts the
power of Psychic-type moves.",0,0,0,0,0
Insect Plate,Hold Items,Items,"An item to be held by a Pokémon.
It is a stone tablet that boosts the
power of Bug-type moves.",0,0,0,0,0
Stone Plate,Hold Items,Items,"An item to be held by a Pokémon.
It is a stone tablet that boosts the
power of Rock-type moves.",0,0,0,0,0
Spooky Plate,Hold Items,Items,"An item to be held by a Pokémon.
It is a stone tablet that boosts the
power of Ghost-type moves.",0,0,0,0,0
Draco Plate,Hold Items,Items,"An item to be held by a Pokémon.
It is a stone tablet that boosts the
power of Dragon-type moves.",0,0,0,0,0
Dread Plate,Hold Items,Items,"An item to be held by a Pokémon.
It is a stone tablet that boosts the
power of Dark-type moves.",0,0,0,0,0
Iron Plate,Hold Items,Items,"An item to be held by a Pokémon.
It is a stone tablet that boosts the
power of Steel-type moves.",0,0,0,0,0
Odd Incense,Hold Items,Items,"An item to be held by a Pokémon. It increases the power of Psychic-type moves by 20%. If held by a Mr. Mime while breeding, it may help them produce a Mime Jr. egg",9600,0,0,0,4800
Rock Incense,Hold Items,Items,"An item to be held by a Pokémon. It increases the power of Rock-type moves by 20%. If held by a Sudowoodo while breeding, it may help them produce a Bonsly egg",9600,0,0,0,4800
Full Incense,Hold Items,Items,"An item to be held by a Pokémon. it causes the Pokémon to move last when using a move of the same priority as the opponent. If held by a Snorlax while breeding, it may help them produce a Munchlax egg",9600,0,0,0,4800
Wave Incense,Hold Items,Items,"An item to be held by a Pokémon. It increases the power of Water-type moves by 20%. If held by a Mantine while breeding, it may help them produce a Mantyke egg",9600,0,0,0,4800
Rose Incense,Hold Items,Items,"An item to be held by a Pokémon.
It increases the power of Grass-type
moves by 20%.

If held by a Roselia or Roserade while
breeding, it may help them produce a
Budew egg.",9600,0,0,0,4800
Luck Incense,Hold Items,Items,"An item to be held by a Pokémon. If held by a Chansey while breeding, it may help them produce a Happiny egg",9600,0,0,0,4800
Pure Incense,Hold Items,Items,"An item to be held by a Pokémon.
It slightly reduces the chance of
encountering wild Pokémon.

If held by a Chimecho while breeding,
it may help them produce a Chingling
egg.",9600,0,0,0,4800
Protector,Evolution Items,Items,"A protective item of some sort.
It is extremely stiff and heavy.
It is loved by a certain Pokémon.",2100,0,0,0,1050
Electirizer,Evolution Items,Items,"A box packed with a tremendous
amount of electric energy.
It is loved by a certain Pokémon.",2100,0,0,0,1050
Magmarizer,Evolution Items,Items,"A box packed with a tremendous
amount of magma energy.
It is loved by a certain Pokémon.",2100,0,0,0,1050
Dubious Disc,Evolution Items,Items,"A transparent device overflowing with
dubious data.
Its producer is unknown.",2100,4800,0,0,1050
Reaper Cloth,Evolution Items,Items,"A cloth imbued with horrifyingly
strong
spiritual energy.
It is loved by a certain Pokémon.",2100,0,0,0,1050
Razor Claw,Evolution Items,Items,"An item to be held by a Pokémon.
It is a sharply hooked claw that ups
the holder's critical-hit ratio.",2100,4800,0,0,1050
Razor Fang,Evolution Items,Items,"An item to be held by a Pokémon.
It may make foes and allies flinch
when the holder inflicts damage.",2100,4800,0,0,1050
TM - Dragon Claw,TMs and HMs,TMs and HMs,"The user slashes the target with
huge, sharp claws.",,,,,
TM - Psyshock,TMs and HMs,TMs and HMs,"The user materializes an odd psychic
wave to attack the target. This
attack does physical damage.",,,,,
TM - Calm Mind,TMs and HMs,TMs and HMs,"The user quietly focuses its mind
and calms its spirit to raise its
Sp. Atk and Sp. Def stats.",,,,,
TM - Roar,TMs and HMs,TMs and HMs,"The target is scared off and
replaced by another Pokémon in its
party. In the wild, the battle
ends.",,,,,
TM - Toxic,TMs and HMs,TMs and HMs,"A move that leaves the target badly
poisoned. Its poison damage worsens
every turn.",,,,,
TM - Snowscape,TMs and HMs,TMs and HMs,"A snowstorm forms on the field for 5
turns. Snow boosts the Defense stat
of Ice-types by 50%.",,,,,
TM - Bulk Up,TMs and HMs,TMs and HMs,"The user tenses its muscles to bulk
up its body, boosting both its
Attack and Defense stats.",,,,,
TM - Venoshock,TMs and HMs,TMs and HMs,"The user drenches the target in a
special poisonous liquid. Its power
is doubled if the target is
poisoned.",,,,,
TM - Hidden Power,TMs and HMs,TMs and HMs,"An attack which varies in type
depending on its user. Its type may
be changed with 40 Gems.",,,,,
TM - Sunny Day,TMs and HMs,TMs and HMs,"The user intensifies the sun for
five turns, powering up Fire-type
moves.",,,,,
TM - Ice Beam,TMs and HMs,TMs and HMs,"The target is struck with an
icy-cold beam of energy. It may
also freeze the target solid.",,,,,
TM - Blizzard,TMs and HMs,TMs and HMs,"A howling blizzard is summoned to
strike the opposing team. It may
also freeze them solid.",,,,,
TM - Hyper Beam,TMs and HMs,TMs and HMs,"The target is attacked with a
powerful beam. The user must rest
on the next turn to regain its
energy.",,,,,
TM - Light Screen,TMs and HMs,TMs and HMs,"A wondrous wall of light is put up
to suppress damage from special
attacks for five turns.",,,,,
TM - Protect,TMs and HMs,TMs and HMs,"It enables the user to evade all
attacks. Its chance of failing
rises if it is used in succession.",,,,,
TM - Telekinesis,TMs and HMs,TMs and HMs,"The user makes the target float with
its psychic power. The target is
easier to hit for three turns.",,,,,
TM - Safeguard,TMs and HMs,TMs and HMs,"The user creates a protective field
that prevents status problems for
five turns.",,,,,
TM - Frustration,TMs and HMs,TMs and HMs,"A full-power attack that grows more
powerful the less the user likes
its Trainer.",,,,,
TM - SolarBeam,TMs and HMs,TMs and HMs,"A two-turn attack. The user gathers
light, then blasts a bundled beam
on the second turn.",,,,,
TM - Smack Down,TMs and HMs,TMs and HMs,"The user throws a stone or
projectile to attack an opponent. A
flying Pokémon will fall to the
ground when hit.",,,,,
TM - Thunderbolt,TMs and HMs,TMs and HMs,"A strong electric blast is loosed at
the target. It may also leave the
target with paralysis.",,,,,
TM - Thunder,TMs and HMs,TMs and HMs,"A wicked thunderbolt is dropped on
the target to inflict damage. It
may also leave the target with
paralysis.",,,,,
TM - Earthquake,TMs and HMs,TMs and HMs,"The user sets off an earthquake that
strikes those around it.",,,,,
TM - Return,TMs and HMs,TMs and HMs,"A full-power attack that grows more
powerful the more the user likes
its Trainer.",,,,,
TM - Psychic,TMs and HMs,TMs and HMs,"The target is hit by a strong
telekinetic force. It may also
reduce the target's Sp. Def stat.",,,,,
TM - Shadow Ball,TMs and HMs,TMs and HMs,"The user hurls a shadowy blob at the
target. It may also lower the
target's Sp. Def stat.",,,,,
TM - Brick Break,TMs and HMs,TMs and HMs,"The user attacks with a swift chop.
It can also break any barrier such
as Light Screen and Reflect.",,,,,
TM - Double Team,TMs and HMs,TMs and HMs,"By moving rapidly, the user makes
illusory copies of itself to raise
its evasiveness.",,,,,
TM - Reflect,TMs and HMs,TMs and HMs,"A wondrous wall of light is put up
to suppress damage from physical
attacks for five turns.",,,,,
TM - Sludge Wave,TMs and HMs,TMs and HMs,"It swamps the area around the user
with a giant sludge wave. It may
also poison those hit.",,,,,
TM - Flamethrower,TMs and HMs,TMs and HMs,"The target is scorched with an
intense blast of fire. It may also
leave the target with a burn.",,,,,
TM - Sludge Bomb,TMs and HMs,TMs and HMs,"Unsanitary sludge is hurled at the
target. It may also poison the
target.",,,,,
TM - Sandstorm,TMs and HMs,TMs and HMs,"A five-turn sandstorm is summoned to
hurt all combatants except the
Rock, Ground, and Steel types.",,,,,
TM - Rock Tomb,TMs and HMs,TMs and HMs,"Boulders are hurled at the target.
It also lowers the target's Speed
by preventing its movement.",,,,,
TM - Aerial Ace,TMs and HMs,TMs and HMs,"The user confounds the target with
speed, then slashes. The attack
lands without fail.",,,,,
TM - Torment,TMs and HMs,TMs and HMs,"The user torments and enrages the
target, making it incapable of
using the same move twice in a
row.",,,,,
TM - Facade,TMs and HMs,TMs and HMs,"An attack move that doubles its
power if the user is poisoned,
burned, or has paralysis.",,,,,
TM - Flame Charge,TMs and HMs,TMs and HMs,"The user cloaks itself with flame
and attacks. Building up more
power, it raises the user's Speed
stat.",,,,,
TM - Rest,TMs and HMs,TMs and HMs,"The user goes to sleep for two
turns. It fully restores the user's
HP and heals any status problem.",,,,,
TM - Attract,TMs and HMs,TMs and HMs,"If it is the opposite gender of the
user, the target becomes infatuated
and less likely to attack.",,,,,
TM - Thief,TMs and HMs,TMs and HMs,"An attack which steals the foe's
held item if the user isn't already
holding one. Its effects are
temporary when stealing from
Trainers.",,,,,
TM - Low Sweep,TMs and HMs,TMs and HMs,"The user attacks the target's legs
swiftly, reducing the target's
Speed stat.",,,,,
TM - Round,TMs and HMs,TMs and HMs,"The user attacks the target with a
song. Others can join in the Round
and make the attack do greater
damage.",,,,,
TM - Echoed Voice,TMs and HMs,TMs and HMs,"The user attacks the target with an
echoing voice. If this move is used
every turn, it does greater
damage.",,,,,
TM - Overheat,TMs and HMs,TMs and HMs,"The user attacks the target at full
power. The attack's recoil harshly
reduces the user's Sp. Atk stat.",,,,,
TM - False Swipe,TMs and HMs,TMs and HMs,"A restrained attack that prevents
the target from fainting. The
target is left with at least 1 HP.",,,,,
TM - Fling,TMs and HMs,TMs and HMs,"The user flings its item at the foe,
destroying it. In PvP, only
consumable items are destroyed
permanently. The move's power and
effects vary depending on what item
is thrown.",,,,,
TM - Charge Beam,TMs and HMs,TMs and HMs,"The user attacks with an electric
charge. The user may use any
remaining electricity to raise its
Sp. Atk stat.",,,,,
TM - Incinerate,TMs and HMs,TMs and HMs,"The user attacks the target with
fire. If the target is holding a
Berry, the Berry becomes burnt up
and unusable.",,,,,
TM - Quash,TMs and HMs,TMs and HMs,"The user suppresses the target and
makes its move go last.",,,,,
TM - Will-O-Wisp,TMs and HMs,TMs and HMs,"The user shoots a sinister,
bluish-white flame at the target to
inflict a burn.",,,,,
TM - Acrobatics,TMs and HMs,TMs and HMs,"The user nimbly strikes the target.
If the user is not holding an item,
this attack inflicts massive
damage.",,,,,
TM - Embargo,TMs and HMs,TMs and HMs,"It prevents the target from using
its held item. Its Trainer is also
prevented from using items on it.",,,,,
TM - Explosion,TMs and HMs,TMs and HMs,"The user explodes to inflict damage
on those around it. The user faints
upon using this move.",,,,,
TM - Shadow Claw,TMs and HMs,TMs and HMs,"The user slashes with a sharp claw
made from shadows. Critical hits
land more easily.",,,,,
TM - Retaliate,TMs and HMs,TMs and HMs,"The user gets revenge for a fainted
ally. If an ally fainted in the
previous turn, this attack's damage
increases.",,,,,
TM - Giga Impact,TMs and HMs,TMs and HMs,"The user charges at the target using
every bit of its power. The user
must rest on the next turn.",,,,,
TM - Rock Polish,TMs and HMs,TMs and HMs,"The user polishes its body to reduce
drag. It can sharply raise the
Speed stat.",,,,,
TM - Volt Switch,TMs and HMs,TMs and HMs,"After making its attack, the user
rushes back to switch places with a
party Pokémon in waiting.",,,,,
TM - Thunder Wave,TMs and HMs,TMs and HMs,"A weak electric charge is launched
at the target. It causes paralysis
if it hits.",,,,,
TM - Gyro Ball,TMs and HMs,TMs and HMs,"The user tackles the target with a
high-speed spin. The slower the
user, the greater the damage.",,,,,
TM - Swords Dance,TMs and HMs,TMs and HMs,"A frenetic dance to uplift the
fighting spirit. It sharply raises
the user's Attack stat.",,,,,
TM - Struggle Bug,TMs and HMs,TMs and HMs,"While resisting, the user attacks
the opposing Pokémon. The targets'
Sp. Atk stat is reduced.",,,,,
TM - Psych Up,TMs and HMs,TMs and HMs,"The user hypnotizes itself into
copying any stat change made by the
target.",,,,,
TM - Bulldoze,TMs and HMs,TMs and HMs,"The user stomps down on the ground
and attacks everything in the area.
Hit Pokémon's Speed stat is
reduced.",,,,,
TM - Frost Breath,TMs and HMs,TMs and HMs,"The user blows a cold breath on the
target. This attack always results
in a critical hit.",,,,,
TM - Rock Slide,TMs and HMs,TMs and HMs,"Large boulders are hurled at the
opposing team to inflict damage. It
may also make the targets flinch.",,,,,
TM - X-Scissor,TMs and HMs,TMs and HMs,"The user slashes at the target by
crossing its scythes or claws as if
they were a pair of scissors.",,,,,
TM - Dragon Tail,TMs and HMs,TMs and HMs,"The user knocks away the target and
drags out another Pokémon in its
party. In the wild, the battle
ends.",,,,,
TM - Work Up,TMs and HMs,TMs and HMs,"The user is roused, and its Attack
and Sp. Atk stats increase.",,,,,
TM - Poison Jab,TMs and HMs,TMs and HMs,"The target is stabbed with a
tentacle or arm steeped in poison.
It may also poison the target.",,,,,
TM - Dream Eater,TMs and HMs,TMs and HMs,"The user eats the dreams of a
sleeping target. It absorbs half
the damage caused to heal the
user's HP.",,,,,
TM - Grass Knot,TMs and HMs,TMs and HMs,"The user snares the target with
grass and trips it. The heavier the
target, the greater the damage.",,,,,
TM - Swagger,TMs and HMs,TMs and HMs,"The user enrages and confuses the
target. However, it also sharply
raises the target's Attack stat.",,,,,
TM - Pluck,TMs and HMs,TMs and HMs,"The user pecks the target. If the
target is holding a Berry, the user
eats it and gains its effect.",,,,,
TM - U-turn,TMs and HMs,TMs and HMs,"After making its attack, the user
rushes back to switch places with a
party Pokémon in waiting.",,,,,
TM - Substitute,TMs and HMs,TMs and HMs,"The user makes a copy of itself
using some of its HP. The copy
serves as the user's decoy.",,,,,
TM - Flash Cannon,TMs and HMs,TMs and HMs,"The user gathers all its light
energy and releases it at once. It
may also lower the target's Sp. Def
stat.",,,,,
TM - Trick Room,TMs and HMs,TMs and HMs,"The user creates a bizarre area in
which slower Pokémon get to move
first for five turns.",,,,,
Explorer Kit,Useable Items,Key Items,A bag filled with convenient tools for exploring. It provides access to the Underground,,,,,
Loot Sack,Storyline Items,Key Items,"A sturdy, spacious bag that is used to carry loot obtained in the coal mine",,,,,
Rule Book,Useable Items,Key Items,"It lists the rules for holding battles. For linked battles, you may choose which set of rules you wish to use",,,,,
Poké Radar,Useable Items,Key Items,A tool that can search out Pokémon that are hiding in grass. Its battery is recharged as you walk,,,,,
Point Card,Useable Items,Key Items,A card that lists the Battle Points you have earned,,,,,
Journal,Useable Items,Key Items,A notebook that keeps a day-to-day record of your adventure so far,,,,,
Seal Case,Useable Items,Key Items,A case for storing Seals that can be applied to the Capsule cases of Poké Balls,,,,,
Fashion Case,Useable Items,Key Items,A lovely case to store colorful Props for your Pokémon to wear in a musical,,,,,
Seal Bag,Useable Items,Key Items,A tiny bag that can hold ten Seals for decorating Poké Balls,,,,,
Pal Pad,Useable Items,Key Items,"A convenient notepad that is used for registering your friends, Friend Codes, and keeping a record of game play",,,,,
Works Key,Storyline Items,Key Items,A large key for operating the doors of the Valley Windworks in the canyon. It was held by a Team Galactic Grunt,,,,,
Old Charm,Storyline Items,Key Items,An ancient good-luck charm made of Pokémon bones to be taken to the elder of Celestic Town,,,,,
Galactic Key,Storyline Items,Key Items,"A card key for disengaging security systems in the Galactic HQ. Losing it can result in punishment, apparently",,,,,
Red Chain,Storyline Items,Key Items,A mythical chain that is said to link the legendary Pokémon that created the Sinnoh region,,,,,
Vs. Seeker,Useable Items,Key Items,A device that indicates Trainers who want to battle. Its battery charges while you walk,,,,,
Sprayduck,Useable Items,Key Items,A watering can shaped like a Psyduck. It helps promote healthy growth of Berries planted in soft soil,,,,,
Poffin Case,Useable Items,Key Items,A case for storing Poffin cooked from Berries,,,,,
Suite Key,Storyline Items,Key Items,"A key to one of the suites at the luxury hotel by a lake. For some odd reason, it often disappears",,,,,
Oak's Letter,Storyline Items,Key Items,A letter from Prof. Oak. Written in it is a request for you to go to Rt. 224,,,,,
Lunar Wing,Storyline Items,Key Items,A feather left behind by a dream-maker. It may be used to alter the IVs of certain Pokémon by 1. Consumed upon use,0,0,0,0,0
Member Card,Storyline Items,Key Items,"A card needed for entering the inn in Canalave City. Oddly, the last date marked on it was 50 years ago",,,,,
Azure Flute,Storyline Items,Key Items,A flute that puts out echoing sounds that do not seem to be of this world. It is unknown who made it,,,,,
Magma Stone,Storyline Items,Key Items,"A scorching hot stone which may be
used to alter the IVs of certain
Pokémon by 1.

Consumed upon use.",0,0,0,0,0
Parcel,Storyline Items,Key Items,A parcel entrusted in your care. You are supposed to deliver it to your childhood friend who left Twinleaf Town,,,,,
Coupon 1,Storyline Items,Key Items,A coupon to be exchanged for a Pokémon Watch (Pokétch for short). Three coupons are needed,,,,,
Coupon 2,Storyline Items,Key Items,A coupon to be exchanged for a Pokémon Watch (Pokétch for short). Three coupons are needed,,,,,
Coupon 3,Storyline Items,Key Items,A coupon to be exchanged for a Pokémon Watch (Pokétch for short). Three coupons are needed,,,,,
SecretPotion,Storyline Items,Key Items,A fantastic medicine dispensed by the pharmacy in Cianwood City. It fully heals a Pokémon of any ailment,,,,,
Vs. Recorder,Useable Items,Key Items,An amazing device that can record a battle either between friends or at a special battle facility,,,,,
Apricorn Box,Useable Items,Key Items,A handy box where you can store up to 99 Apricorns of each kind,,,,,
Unown Report,Useable Items,Key Items,A report of all the discovered kinds of Unown,,,,,
Berry Pots,Useable Items,Key Items,Handy containers for cultivating Berries wherever you go,,,,,
Dowsing MCHN,Useable Items,Key Items,It checks for unseen items in the area and makes noise and lights when it finds something,,,,,
Blue Card,Useable Items,Key Items,A card to save points for the Buena's Password show,,,,,
SlowpokeTail,Miscellaneous Items,Items,A very tasty tail of something. It sells for a high price,,,,,
Clear Bell,Storyline Items,Key Items,A very old-fashioned bell that makes a gentle ringing,,,,,
SquirtBottle,Useable Items,Key Items,A bottle used for watering plants in the Berry Pots,,,,,
Red Scale,Storyline Items,Key Items,A scale from the red Gyarados. It glows red like a flame,,,,,
Lost Item,Storyline Items,Key Items,The Mime Jr. doll that was lost by the Copycat,,,,,
Pass,Storyline Items,Key Items,A ticket required for riding the Magnet Train. It allows you to ride whenever and however much you'd like,,,,,
Machine Part,Storyline Items,Key Items,An important machine part for the Power Plant that was stolen,,,,,
Silver Wing,Storyline Items,Key Items,"A strange, silvery feather that sparkles",,,,,
Rainbow Wing,Storyline Items,Key Items,A mystical rainbow feather that sparkles,,,,,
Mystery Egg,Storyline Items,Key Items,A mysterious Egg obtained from Mr. Pokémon. What's in the Egg is unknown,,,,,
Red Apricorn,Miscellaneous Items,Items,"A red Apricorn.
It assails your nostrils.",,,,,
Blu Apricorn,Miscellaneous Items,Items,"A blue Apricorn.
It smells a bit like grass.",,,,,
Ylw Apricorn,Miscellaneous Items,Items,"A yellow Apricorn.
It has an invigorating scent.",,,,,
Grn Apricorn,Miscellaneous Items,Items,"A green Apricorn.
It has a mysterious, aromatic scent.",,,,,
Pnk Apricorn,Miscellaneous Items,Items,"A pink Apricorn.
It has a nice, sweet scent.",,,,,
Wht Apricorn,Miscellaneous Items,Items,"A white Apricorn.
It doesn't smell like anything.",,,,,
Blk Apricorn,Miscellaneous Items,Items,"A black Apricorn
It has an indescribable scent.",,,,,
Fast Ball,Poke Balls,Poke Balls,"A Poké Ball which is excellent at
capturing Pokémon with high base
Speed.",0,0,0,0,500
Level Ball,Poke Balls,Poke Balls,"A Poké Ball which is excellent at
capturing Pokémon who are the same
level as yours.",0,0,0,0,675
Lure Ball,Poke Balls,Poke Balls,"A Poké Ball for catching Pokémon
hooked
by a Rod when fishing.",0,0,0,0,600
Heavy Ball,Poke Balls,Poke Balls,"A Poké Ball for catching very heavy
Pokémon.",0,0,0,0,500
Love Ball,Poke Balls,Poke Balls,"A Poké Ball which is excellent at
capturing Pokémon of the same
evolution line as yours, but of the
opposite gender. It doesn't help
against genderless foes.",0,0,0,0,675
Friend Ball,Poke Balls,Poke Balls,"A Poké Ball which makes a Pokémon very
happy upon capture. It works well on
Pokémon which evolve due to
happiness.",0,0,0,0,500
Moon Ball,Poke Balls,Poke Balls,"A Poké Ball for catching Pokémon that
evolve using the Moon Stone.",0,0,0,0,500
Sport Ball,Poke Balls,Poke Balls,A special Poké Ball for the Bug-Catching Contest,,,,,
Park Ball,Poke Balls,Poke Balls,A special Poké Ball for the Pal Park,,,,,
Photo Album,Useable Items,Key Items,A nice photo album for storing all the photos taken along your adventure,,,,,
GB Sounds,Useable Items,Key Items,A music player that allows you to listen to nostalgic songs. It's operated with a single switch,,,,,
Tidal Bell,Storyline Items,Key Items,A very old-fashioned bell that makes a gentle ringing,,,,,
Data Card 01,Storyline Items,Key Items,It holds Pokéathlon records. It's a card that shows how many victories you've had,,,,,
Data Card 02,Storyline Items,Key Items,It holds Pokéathlon records. It's a card that shows how many losses you've had,,,,,
Data Card 03,Storyline Items,Key Items,It holds Pokéathlon records. It's a card that shows how many times your Pokémon have dashed,,,,,
Data Card 04,Storyline Items,Key Items,It holds Pokéathlon records. It's a card that shows how many times your Pokémon have jumped,,,,,
Data Card 05,Storyline Items,Key Items,It holds Pokéathlon records. It's a card that shows how many times you've won the Hurdle Dash,,,,,
Data Card 06,Storyline Items,Key Items,It holds Pokéathlon records. It's a card that shows how many times you've won the Relay Run,,,,,
Data Card 07,Storyline Items,Key Items,It holds Pokéathlon records. It's a card that shows how many times you've won Pennant Capture,,,,,
Data Card 08,Storyline Items,Key Items,It holds Pokéathlon records. It's a card that shows how many times you've won Block Smash,,,,,
Data Card 09,Storyline Items,Key Items,It holds Pokéathlon records. It's a card that shows how many times you've won Disc Catch,,,,,
Data Card 10,Storyline Items,Key Items,It holds Pokéathlon records. It's a card that shows how many times you've won Snow Throw,,,,,
Data Card 11,Storyline Items,Key Items,It holds Pokéathlon records. It's a card that shows how many points your Pokémon scored,,,,,
Data Card 12,Storyline Items,Key Items,It holds Pokéathlon records. It's a card that shows how many times your Pokémon have failed,,,,,
Data Card 13,Storyline Items,Key Items,It holds Pokéathlon records. It's a card that shows how many times your Pokémon impeded themselves,,,,,
Data Card 14,Storyline Items,Key Items,It holds Pokéathlon records. It's a card that shows how many times your Pokémon have tackled,,,,,
Data Card 15,Storyline Items,Key Items,It holds Pokéathlon records. It's a card that shows how many times your Pokémon have fallen down,,,,,
Data Card 16,Storyline Items,Key Items,It holds Pokéathlon records. It's a card that shows how many times you've won Ring Drop,,,,,
Data Card 17,Storyline Items,Key Items,It holds Pokéathlon records. It's a card that shows how many times you've won Lamp Jump,,,,,
Data Card 18,Storyline Items,Key Items,It holds Pokéathlon records. It's a card that shows how many times you've won Circle Push,,,,,
Data Card 19,Storyline Items,Key Items,It holds Pokéathlon records. It's a card that shows how many Link Pokéathlon wins you've had,,,,,
Data Card 20,Storyline Items,Key Items,It holds Pokéathlon records. It's a card that shows how many Link Pokéathlon losses you've had,,,,,
