Region,Location,Area,Item,Amount,Type,Details
Hoenn,Petalburg Woods,Event,Great Ball,1,NPC Gift,Defeat Aqua Grunt
Hoenn,Petalburg Woods,Main Path,Poké Ball,1,Hidden,Near bug trainer
Hoenn,Petalburg Woods,Main Path,Oran Berry,1,Overworld,North step
Hoenn,Petalburg Woods,Cut Area,TinyMushroom,1,Hidden,East step
Hoenn,Petalburg Woods,Cut Area,Miracle Seed,1,NPC Gift,Talk to girl
Hoenn,Petalburg Woods,Cut Area,Great Ball,1,Overworld,North east step
Hoenn,Petalburg Woods,Cut Area,TinyMushroom,1,Hidden,South step
Hoenn,Petalburg Woods,Cut Area,Pecha Berry,1,Overworld,North west step
Hoenn,Rusturf Tunnel,Main Cave,Poké Ball,1,Overworld,North step
Hoenn,Rusturf Tunnel,Event,Devon Goods,1,Event,Defeat Aqua Grunt
Hoenn,Rusturf Tunnel,Rock Smash,Max Ether,1,Overworld,North step
Hoenn,Rusturf Tunnel,Rock Smash,HM-Strength,1,NPC Gift,Smash rock
Hoenn,Granite Cave,Entrance,HM-Flash,1,NPC Gift,Talk to hiker
Hoenn,Granite Cave,B1F,Escape Rope,1,Overworld,West step
Hoenn,Granite Cave,B2F,Poké Ball,1,Overworld,South step
Hoenn,Granite Cave,B2F,Everstone,1,Hidden,In rock
Hoenn,Granite Cave,Steven's Room,TM - Steel Wing,1,NPC Gift,Talk to Steven
Hoenn,Granite Cave,Mach Bike,Repel,1,Overworld,Down stairs
Hoenn,Granite Cave,Mach Bike,Rare Candy,1,Overworld,East step
Hoenn,Granite Cave,Mach Bike,Everstone,1,Hidden,In rock
Hoenn,Meteor Falls,Main Cave,Dragon Fang,1,Overworld,North step
Hoenn,Meteor Falls,Main Cave,Moon Stone,1,Overworld,West step
Hoenn,Meteor Falls,Waterfall,TM - Fissure,1,Overworld,Up stairs
Hoenn,Meteor Falls,Waterfall,TM - Dragon Claw,1,Overworld,Surf north
Hoenn,Meteor Falls,Waterfall,Stardust,1,Overworld,SE step
Hoenn,Mt. Chimney,Peak,Meteorite,1,Event,Defeat Magma Boss
Hoenn,Jagged Pass,Ledges,Full Heal,1,Hidden,Grass
Hoenn,Jagged Pass,Ledges,Black Belt,1,Overworld,Jump east
Hoenn,Jagged Pass,Ledges,Great Ball,1,Hidden,Jump south/west
Hoenn,Mirage Tower,Top Floor,Root Fossil OR Claw Fossil,1,Overworld,Choose one
Hoenn,New Mauville,Switch Puzzle,Repel,1,Overworld,East step
Hoenn,New Mauville,Switch Puzzle,Escape Rope,1,Overworld,Near blue switch
Hoenn,New Mauville,Switch Puzzle,Parlyz Heal,1,Overworld,NW step
Hoenn,New Mauville,Switch Puzzle,Full Heal,1,Overworld,Follow path
Hoenn,New Mauville,Switch Puzzle,Thunderstone,1,Overworld,Near red switch
Hoenn,Scorched Slab,Cave,TM - Sunny Day,1,Overworld,North step
Hoenn,Mt. Pyre,Interior Floor 1,Cleanse Tag,1,NPC Gift,Talk to girl
Hoenn,Mt. Pyre,Interior Floor 3,Spell Tag,1,Overworld,Defeat couple
Hoenn,Mt. Pyre,Interior Floor 4,Super Repel,1,Overworld,West step
Hoenn,Mt. Pyre,Interior Floor 6,TM - Hex,1,Overworld,South step
Hoenn,Mt. Pyre,Interior Holes,Lax Incense,1,Overworld,In hole
Hoenn,Mt. Pyre,Interior Holes,Sea Incense,1,Overworld,In hole
Hoenn,Mt. Pyre,Interior Lower,TM - Guard Swap,1,Overworld,West door
Hoenn,Mt. Pyre,Interior Lower,Hyper Potion,1,Overworld,Follow path
Hoenn,Mt. Pyre,Exterior Peak,Leppa Berry,1,Hidden,In tomb
Hoenn,Mt. Pyre,Exterior Peak,Great Ball,1,Hidden,In tomb
Hoenn,Mt. Pyre,Exterior Peak,Super Potion,1,Hidden,In tomb
Hoenn,Mt. Pyre,Exterior Peak,Magma Emblem,1,Event,Talk to girl
Hoenn,Mt. Pyre,Exterior Peak,Rare Candy,1,Hidden,Grass
Hoenn,Magma Hideout,Main Cave,Full Restore,1,Overworld,NW room
Hoenn,Magma Hideout,Main Cave,Elixir,1,Overworld,North room
Hoenn,Magma Hideout,Main Cave,Rare Candy,1,Overworld,SW step
Hoenn,Magma Hideout,Boss Area,PP Max,1,Overworld,First door
Hoenn,Magma Hideout,Boss Area,Nugget,1,Overworld,West step
Hoenn,Magma Hideout,Boss Area,Revive,1,Overworld,West step
Hoenn,Magma Hideout,Exit,Escape Rope,1,Overworld,Past Boss
Hoenn,Aqua Hideout,Teleporters,Muscle Band,1,Overworld,East portal
Hoenn,Aqua Hideout,Electrodes,Nugget,1,Overworld,SW ball
Hoenn,Aqua Hideout,Electrodes,Master Ball,1,Overworld,NW ball
Hoenn,Aqua Hideout,Teleporters,Nest Ball,1,Overworld,SW portal
Hoenn,Shoal Cave,Low Tide,Shell Bell,1,NPC Gift,Trade 4 Salt + 4 Shells
Hoenn,Shoal Cave,Low Tide,NeverMeltIce,1,Overworld,B1F
Hoenn,Shoal Cave,Low Tide,Shoal Salt,4,Overworld,Gathered from 4 distinct piles
Hoenn,Shoal Cave,Low Tide,Focus Band,1,NPC Gift,Talk to guy
Hoenn,Shoal Cave,Low Tide,NeverMeltIce,1,Overworld,Ice puzzle
Hoenn,Shoal Cave,Low Tide,TM - Snowscape,1,Overworld,Ice puzzle
Hoenn,Shoal Cave,High Tide,Shoal Shell,4,Overworld,Gathered from 4 distinct areas
Hoenn,Shoal Cave,High Tide,Rare Candy,1,Overworld,West step
Hoenn,Shoal Cave,High Tide,Stardust,1,Overworld,South door
Hoenn,Seafloor Cavern,Deep Cave,TM - Weather Ball,1,Overworld,Boss room
Hoenn,Abandoned Ship,Upper Deck,Pearl String,1,Overworld,NW room
Hoenn,Abandoned Ship,Lower Deck,Dive Ball,1,Overworld,Broken door
Hoenn,Abandoned Ship,Lower Deck,Escape Rope,1,Overworld,SW door
Hoenn,Abandoned Ship,Lower Deck,Water Stone,1,Overworld,SE door
Hoenn,Abandoned Ship,Lower Deck,Room 1 Key,1,Hidden,SE door
Hoenn,Abandoned Ship,Lower Deck,TM - Rain Dance,1,Overworld,SW door
Hoenn,Abandoned Ship,Lower Deck,Room 4 Key,1,Hidden,SW door
Hoenn,Abandoned Ship,Lower Deck,Room 6 Key,1,Hidden,NW door
Hoenn,Abandoned Ship,Lower Deck,Luxury Ball,1,Overworld,NE door
Hoenn,Abandoned Ship,Lower Deck,Room 2 Key,1,Hidden,NE door
Hoenn,Abandoned Ship,Lower Deck,Scanner,1,Overworld,Middle door
Hoenn,Abandoned Ship,Dive Area,Revive,1,Overworld,Upstairs
Hoenn,Abandoned Ship,Storage Room,Storage Key,1,Overworld,SW door
Hoenn,Abandoned Ship,Storage Room,TM - Ice Beam,1,Overworld,NE door
Hoenn,Safari Zone,Acro Bike Area,Calcium,1,Overworld,NW step
Hoenn,Safari Zone,Surf Area,Chesto Berry,1,Overworld,SW step
Hoenn,Safari Zone,Surf Area,TM - Solarbeam,1,Overworld,North step
Hoenn,Safari Zone,Deep Area,PP Up,1,Hidden,Near fat guy
Hoenn,Safari Zone,Deep Area,Nugget,1,Hidden,Near fat guy
Hoenn,Safari Zone,Waterfall,Figy Berry,1,Overworld,North step
Hoenn,Safari Zone,Waterfall,Rare Candy,1,Hidden,North step
Hoenn,Safari Zone,NW Area,Zinc,1,Hidden,West step
Hoenn,Safari Zone,NW Area,Nugget,1,Overworld,West step
Hoenn,S.S. Tidal,Cabins,TM - Snatch,1,NPC Gift,NE room
Hoenn,S.S. Tidal,Basement,Leftovers,1,Hidden,Trash can
Hoenn,Battle Frontier,Entrance,Frontier Pass,1,Event,Automatic upon entering
Hoenn,Battle Frontier,Small House,10 BP,1,NPC Gift,Talk to Scott
Hoenn,Artisan Cave,B1F,Iron,1,Hidden,In rock
Hoenn,Artisan Cave,B1F,HP Up,1,Overworld,East step
Hoenn,Artisan Cave,B1F,Zinc,1,Hidden,In rock
Hoenn,Artisan Cave,B1F,Calcium,1,Hidden,In rock
Hoenn,Artisan Cave,B1F,Protein,1,Hidden,In rock
Hoenn,Artisan Cave,B1F,Carbos,1,Overworld,Up stairs
Hoenn,Desert Underpass,Fossil Room,Claw Fossil OR Root Fossil,1,Overworld,Fossil not chosen in Mirage Tower
Hoenn,Fiery Path,Strength Area,TM - Toxic,1,Overworld,Push puzzle
Hoenn,Fiery Path,Strength Area,Fire Stone,1,Overworld,Push puzzle
Hoenn,Victory Road,Floor 1,Max Elixir,1,Overworld,South step
Hoenn,Victory Road,B1F,PP Up,1,Overworld,Up stairs
Hoenn,Victory Road,B1F,Revive,1,Hidden,Near PP Up
Hoenn,Victory Road,B1F,Full Restore,1,Overworld,Smash rock
Hoenn,Victory Road,B2F,Max Repel,1,Hidden,Surf north
Hoenn,Victory Road,B2F,TM - Psychic,1,Overworld,NE stairs
Hoenn,Victory Road,B2F,Full Heal,1,Overworld,Surf NE
Hoenn,Victory Road,B2F,Elixir,1,Hidden,East step
Sinnoh,Twinleaf Town,Route 201,Starter Pokemon,1,NPC Gift,Click the briefcase
Sinnoh,Twinleaf Town,Mom's House,Running Shoes,1,NPC Gift,Given by Mom
Sinnoh,Twinleaf Town,Mom's House,Journal,1,NPC Gift,Talk to Mom (if not first region)
Sinnoh,Twinleaf Town,Mom's House,Parcel,1,NPC Gift,Given by Mom
Sinnoh,Twinleaf Town,Water,Odd Keystone,1,Hidden,Surf south of town
Sinnoh,Sandgem Town,Prof. Rowan's Lab,Pokedex,1,NPC Gift,Given by Prof. Rowan
Sinnoh,Sandgem Town,Main Town,TM - Return,1,NPC Gift,Given by Lucas/Dawn upon exiting lab
Sinnoh,Sandgem Town,Prof. Rowan's Lab,National Pokedex,1,NPC Gift,See 278 Pokemon in Sinnoh Dex
Sinnoh,Jubilife City,Main City,Stardust,1,Hidden,Near city entrance
Sinnoh,Jubilife City,Main City,Vs. Recorder,1,NPC Gift,Given upon entering city
Sinnoh,Jubilife City,Trainer School,Town Map,1,NPC Gift,Talk to Rival
Sinnoh,Jubilife City,Trainer School,X Attack,1,Overworld,Inside building
Sinnoh,Jubilife City,Trainer School,Potion,1,NPC Gift,Talk to guy with glasses
Sinnoh,Jubilife City,Main City,Coupon 1,1,NPC Gift,Talk to Clown east of Pokemart
Sinnoh,Jubilife City,Main City,Coupon 2,1,NPC Gift,Talk to Clown west
Sinnoh,Jubilife City,Main City,Coupon 3,1,NPC Gift,Talk to Clown west
Sinnoh,Jubilife City,Main City,Potion,1,Overworld,South of Clowns
Sinnoh,Jubilife City,Poketch Co.,Poketch,1,NPC Gift,Talk to guy near Pokemart
Sinnoh,Jubilife City,Condominiums,Quick Claw,1,NPC Gift,Talk to girl
Sinnoh,Jubilife City,Jubilife TV,Mask,1,NPC Gift,Talk to guy with glasses
Sinnoh,Jubilife City,Gate to 218,Old Rod,1,NPC Gift,Talk to Fisher
Sinnoh,Oreburgh City,NW Condos,Dusk Ball,1,NPC Gift,"2F, talk to person"
Sinnoh,Oreburgh City,Pokecenter,Pal Pad,1,NPC Gift,Go downstairs
Sinnoh,Oreburgh City,SE Condos,Great Ball,1,NPC Gift,"2F, talk to person"
Sinnoh,Oreburgh City,Mine Area,Dire Hit,1,Overworld,"South of PC, then west"
Sinnoh,Oreburgh City,Mine Area,Yellow Shard,1,Overworld,South of PC
Sinnoh,Oreburgh City,Mine Area,Pearl,1,Hidden,South of PC
Sinnoh,Oreburgh City,Mine Area,Heart Scale,1,Hidden,South of PC
Sinnoh,Oreburgh City,Mine Area,Super Potion,1,NPC Gift,Talk to worker
Sinnoh,Oreburgh City,House W of Mart,Heal Ball,1,NPC Gift,Show Geodude
Sinnoh,Oreburgh City,Gym,TM - Stealth Rock,1,Gym,Defeat Gym Leader Roark
Sinnoh,Floaroma Town,NW House (PC),TM - Pluck,1,NPC Gift,Talk to little girl
Sinnoh,Floaroma Town,Flower Shop,Sprayduck,1,NPC Gift,Talk to west girl
Sinnoh,Floaroma Town,Flower Shop,Random Berry,1,NPC Gift,Talk to east girl
Sinnoh,Floaroma Town,Main Town,Gracidea,1,NPC Gift,Show Shaymin as lead
Sinnoh,Eterna City,Statue,Draco Plate,1,Hidden,Near Dialga/Palkia statue
Sinnoh,Eterna City,Main City,HM-Cut,1,Event,Given by Cynthia
Sinnoh,Eterna City,Condominiums,TM - Recycle,1,NPC Gift,"2F, talk to old woman"
Sinnoh,Eterna City,Main City,Super Potion,1,Overworld,Behind Gym
Sinnoh,Eterna City,Main City,TM - Retaliate,1,Overworld,Cut tree north east
Sinnoh,Eterna City,Event,Togepi Egg,1,NPC Gift,Given by Cynthia near bike shop
Sinnoh,Eterna City,Bike Shop,Bicycle,1,NPC Gift,Talk to owner after saving him
Sinnoh,Eterna City,Gate to 206,Exp. Share,1,NPC Gift,Requires 35+ seen Pokemon
Sinnoh,Eterna City,Gym,TM - Grass Knot,1,Gym,Defeat Gym Leader Gardenia
Sinnoh,Hearthome City,Fan Club,Shell Bell,1,NPC Gift,"Take elevator, talk to girl"
Sinnoh,Hearthome City,Bebe's House,Eevee,1,NPC Gift,Talk to Bebe
Sinnoh,Hearthome City,Contest Hall,Glitter Powder,1,NPC Gift,Inside building
Sinnoh,Hearthome City,Contest Hall,Tuxedo OR Dress,1,NPC Gift,Inside building
Sinnoh,Hearthome City,Contest Hall,Mild Poffin,1,NPC Gift,Talk to guy with purple hair
Sinnoh,Hearthome City,Main City,BigMushroom,1,Hidden,Tree north of PC
Sinnoh,Hearthome City,Gym,TM - Shadow Claw,1,Gym,Defeat Gym Leader Fantina
Sinnoh,Solaceon Town,Ledges,BigMushroom,1,Hidden,Tree near 3 ledges
Sinnoh,Solaceon Town,Ledges,PP Up,1,Overworld,Jump down 3 ledges
Sinnoh,Veilstone City,Main City,Calcium,1,Hidden,North east step
Sinnoh,Veilstone City,Main City,Star Piece,1,Overworld,North step
Sinnoh,Veilstone City,Main City,PP Up,1,Hidden,Near trees by Dept Store
Sinnoh,Veilstone City,Dept Store,Mask,1,NPC Gift,Talk to old lady
Sinnoh,Veilstone City,Dept Store (5F),Sticky Barb,1,NPC Gift,Talk to fat guy
Sinnoh,Veilstone City,House N of PC,Porygon,1,NPC Gift,Talk to guy
Sinnoh,Veilstone City,Meteorites,Star Piece,1,Hidden,South east corner
Sinnoh,Veilstone City,Gym Area,TM - Embargo,1,NPC Gift,Talk to guy SW near Gym
Sinnoh,Veilstone City,House W of Casino,Coin Case,1,NPC Gift,Guess Clown's hand
Sinnoh,Veilstone City,Main City,Rare Candy,1,Overworld,Behind Galactic HQ
Sinnoh,Veilstone City,Main City,Antidote,1,Overworld,Rock climb SE from Gym
Sinnoh,Veilstone City,Gym,TM - Drain Punch,1,Gym,Defeat Gym Leader Maylene
Sinnoh,Pastoria City,Main City,Mask,1,NPC Gift,Talk to parasol girl
Sinnoh,Pastoria City,House N of Mart,Macho Brace,1,NPC Gift,Show male + female Combee
Sinnoh,Pastoria City,House W of Mart,Random Berry,1,NPC Gift,Talk to adult girl
Sinnoh,Pastoria City,Main City,Zinc,1,Hidden,South west step
Sinnoh,Pastoria City,Water,Mystic Water,1,Overworld,Surf NE from Mart
Sinnoh,Pastoria City,Gym,TM - Brine,1,Gym,Defeat Gym Leader Crasher Wake
Sinnoh,Celestic Town,Pokecenter,Great Ball,1,NPC Gift,High happiness lead
Sinnoh,Celestic Town,Main Town,Dragon Fang,1,Overworld,Near Pokecenter
Sinnoh,Celestic Town,NW House,BlackGlasses OR Wise Glasses,1,NPC Gift,Talk to guy (Depends on Day/Night)
Sinnoh,Celestic Town,Main Town,Potion,1,Hidden,West of Galactic Grunt
Sinnoh,Celestic Town,Ruins,HM-Surf,1,Event,Defeat Galactic Boss
Sinnoh,Canalave City,First House,TM - Skill Swap,1,NPC Gift,Talk to girl
Sinnoh,Canalave City,Gym,TM - Flash Cannon,1,Gym,Defeat Gym Leader Byron
Sinnoh,Canalave City,Water,Big Pearl,1,Hidden,South of Gym
Sinnoh,Canalave City,Water,TM - Gyro Ball,1,Overworld,Surf south of Gym
Sinnoh,Snowpoint City,Main City,Ultra Ball,1,Overworld,South east step
Sinnoh,Snowpoint City,Main City,Rare Candy,1,Hidden,East of Gym
Sinnoh,Snowpoint City,Gym,TM - Avalanche,1,Gym,Defeat Gym Leader Candice
Sinnoh,Sunyshore City,Main City,Zap Plate,1,Hidden,SE building exterior
Sinnoh,Sunyshore City,Main City,Thunder Stone,1,Overworld,North step
Sinnoh,Sunyshore City,Main City,Carbos,1,Hidden,North of Pokemart
Sinnoh,Sunyshore City,Main City,HM-Waterfall,1,NPC Gift,Talk to Jasmine
Sinnoh,Sunyshore City,Market,Effort Ribbon,1,NPC Gift,Show pokemon with 510 EVs
Sinnoh,Sunyshore City,Gym,TM - Charge Beam,1,Gym,Defeat Gym Leader Volkner
Sinnoh,Route 201,Main Path,Potion,1,NPC Gift,Talk to guy in grass
Sinnoh,Route 202,Main Path,Poké Ball,5,Event,Catching tutorial
Sinnoh,Route 202,Main Path,Potion,1,Overworld,West step
Sinnoh,Route 203,Main Path,Poké Ball,1,Overworld,Grass path
Sinnoh,Route 203,Main Path,Repel,1,Overworld,North west
Sinnoh,Route 203,Main Path,X Defend,1,Overworld,Near cave
Sinnoh,Route 204,South Path,Parlyz Heal,1,Overworld,Grass
Sinnoh,Route 204,North Path,Awakening,1,Overworld,Near girl trainer
Sinnoh,Route 204,North Path,TM - Bullet Seed,1,Overworld,West step
Sinnoh,Route 204,Water,Poké Ball,1,Overworld,Surf SW
Sinnoh,Route 204,Water,HP Up,1,Overworld,Surf NE
Sinnoh,Route 204,North Path,TM - Captivate,1,NPC Gift,"Cut tree, talk to girl"
Sinnoh,Route 205,Bridge Area,X Sp. Def,1,Overworld,North step
Sinnoh,Route 205,Bridge Area,Stardust,1,Hidden,Near girl
Sinnoh,Route 205,Bridge Area,Heal Ball,1,Overworld,West step
Sinnoh,Route 205,Bridge Area,Repel,1,Overworld,Near house
Sinnoh,Route 205,Bridge Area,Super Potion,1,Overworld,South of house
Sinnoh,Route 205,North Path,Super Potion,1,Hidden,North east
Sinnoh,Route 205,North Path,Guard Spec.,1,Overworld,West step
Sinnoh,Route 206,Bike Road,PP Up,1,Overworld,Cut tree
Sinnoh,Route 206,Under Bridge,Ether,1,Hidden,Grass
Sinnoh,Route 206,Under Bridge,Burn Heal,1,Overworld,West step
Sinnoh,Route 206,Under Bridge,TinyMushroom,1,Hidden,North step
Sinnoh,Route 206,Under Bridge,Super Repel,1,Overworld,East step
Sinnoh,Route 206,Under Bridge,Poison Barb,1,Overworld,West from hiker
Sinnoh,Route 207,Main Path,Poké Ball,1,Overworld,Grass
Sinnoh,Route 207,Main Path,Poké Ball,1,Hidden,Grass
Sinnoh,Route 207,Main Path,Rare Candy,1,Hidden,Near hiker
Sinnoh,Route 207,Main Path,Revive,1,Overworld,South step
Sinnoh,Route 207,Main Path,Revive,1,Hidden,Near blonde trainer
Sinnoh,Route 207,Ledges,Super Potion,1,Overworld,West step
Sinnoh,Route 207,Ledges,Great Ball,1,Hidden,East step
Sinnoh,Route 207,Event,Vs. Seeker,1,Event,Given by Lucas/Dawn
Sinnoh,Route 207,Event,Dowsing Machine,1,Event,Given by Lucas/Dawn
Sinnoh,Route 207,Deep Area,Timer Ball,1,Overworld,From Mt. Coronet exit
Sinnoh,Route 207,Deep Area,Iron,1,Overworld,From Mt. Coronet exit
Sinnoh,Route 208,Main Path,Great Ball,1,Overworld,North step
Sinnoh,Route 208,Main Path,Ether,1,Overworld,Smash rock
Sinnoh,Route 208,Berry Master,Random Berry,1,NPC Gift,Talk to old man
Sinnoh,Route 208,Main Path,Odd Keystone,1,NPC Gift,Talk to fighter
Sinnoh,Route 208,Main Path,TinyMushroom,1,Hidden,Grass
Sinnoh,Route 208,Waterfalls,Star Piece,1,Hidden,In wall (Rock climb)
Sinnoh,Route 208,Waterfalls,Carbos,1,Overworld,Up waterfall
Sinnoh,Route 209,Main Path,Great Ball,1,Hidden,Grass
Sinnoh,Route 209,Main Path,Great Ball,1,Overworld,Near fisher
Sinnoh,Route 209,Main Path,Good Rod,1,NPC Gift,Talk to fisher
Sinnoh,Route 209,Main Path,Super Repel,1,Hidden,NE step
Sinnoh,Route 209,Main Path,Hyper Potion,1,Overworld,Near Pikachu
Sinnoh,Route 209,Main Path,Revive,1,Hidden,Near girl
Sinnoh,Route 209,Main Path,Ether,1,Overworld,North of girl
Sinnoh,Route 209,Main Path,Stardust,1,Hidden,In rock
Sinnoh,Route 209,Bike Path,Calcium,1,Overworld,Fast bike speed
Sinnoh,Route 209,Cut Tree,TM - Steel Wing,1,Overworld,Cut tree
Sinnoh,Route 209,Water,TM - Leaf Storm,1,Overworld,Surf east
Sinnoh,Route 210,Main Path,TM - Roost,1,NPC Gift,Talk to girl
Sinnoh,Route 210,Grass,Super Repel,1,Overworld,North step
Sinnoh,Route 210,Grass,Rare Candy,1,Hidden,Grass
Sinnoh,Route 210,North Path,Max Repel,1,Overworld,West step
Sinnoh,Route 210,North Path,Full Heal,1,Hidden,Tall grass
Sinnoh,Route 210,North Path,Hyper Potion,1,Hidden,Tall grass
Sinnoh,Route 210,North Path,Hyper Potion,1,Overworld,NW step
Sinnoh,Route 210,North Path,Ultra Ball,1,Hidden,Tall grass
Sinnoh,Route 210,North Path,Ultra Ball,1,Hidden,Tall grass (West)
Sinnoh,Route 210,North Path,Nest Ball,1,Overworld,Regular grass
Sinnoh,Route 210,Defog Area,Red Shard,1,Overworld,NW step
Sinnoh,Route 210,Defog Area,TM - Shadow Ball,1,Overworld,Smash rock
Sinnoh,Route 210,Defog Area,Smoke Ball,1,Overworld,West step
Sinnoh,Route 210,Defog Area,TM - Draco Meteor,1,NPC Gift,Rock climb house
Sinnoh,Route 210,Defog Area,Shiny Stone,1,Hidden,SW of house
Sinnoh,Route 210,Defog Area,Zinc,1,Overworld,East step
Sinnoh,Route 210,Waterfalls,Meadow Plate,1,Hidden,In wall
Sinnoh,Route 210,Waterfalls,Full Heal,1,Overworld,Down 2nd waterfall
Sinnoh,Route 211,Main Path,Great Ball,1,Hidden,Grass
Sinnoh,Route 211,Deep Area,TM - Bide,1,Overworld,"Smash rock, down stairs"
Sinnoh,Route 211,Celestic Side,Carbos,1,Overworld,SW step
Sinnoh,Route 211,Celestic Side,TM - Psych Up,1,NPC Gift,Talk to guy
Sinnoh,Route 211,Celestic Side,Calcium,1,Hidden,Rock climb
Sinnoh,Route 211,Celestic Side,TM - Stored Power,1,Overworld,Rock climb
Sinnoh,Route 212,Swamp,Hyper Potion,1,Hidden,Water
Sinnoh,Route 212,Swamp,Ultra Ball,1,Hidden,Near Dawn Stone
Sinnoh,Route 212,Swamp,Dawn Stone,1,Hidden,West step
Sinnoh,Route 212,Swamp,Revive,1,Overworld,NE step
Sinnoh,Route 212,Swamp,TM - Toxic,1,Overworld,South step
Sinnoh,Route 212,Swamp,Hyper Potion,1,Overworld,"Cut tree, up stairs"
Sinnoh,Route 212,Swamp,Zinc,1,Overworld,West step
Sinnoh,Route 212,Swamp,Max Repel,1,Hidden,Water
Sinnoh,Route 212,Swamp,Elixir,1,Overworld,Near Max Repel
Sinnoh,Route 212,Swamp,Full Heal,1,Hidden,Water
Sinnoh,Route 212,Swamp,Rare Candy,1,Hidden,South step
Sinnoh,Route 212,Swamp,Max Ether,1,Hidden,Surf SW
Sinnoh,Route 212,Swamp,TM - Silver Wind,1,Overworld,Up stairs
Sinnoh,Route 212,Swamp,TM - Poison Jab,1,Overworld,Surf west
Sinnoh,Route 212,North Area,BigMushroom,1,Hidden,West step
Sinnoh,Route 212,North Area,Full Heal,1,Overworld,Near scientist
Sinnoh,Route 212,North Area,Blue Shard,1,Overworld,North step
Sinnoh,Route 212,North Area,Elixir,1,Overworld,Near water
Sinnoh,Route 212,North Area,Ultra Ball,1,Hidden,East step
Sinnoh,Route 212,North Area,Pearl,1,Hidden,West step
Sinnoh,Route 212,North Area,Green Shard,1,Overworld,NE step
Sinnoh,Route 212,Water,Potion,1,Overworld,"Cut tree, surf"
Sinnoh,Route 212,North Area,TM - Fire Fang,1,Overworld,North step
Sinnoh,Route 212,Water,Iron,1,Overworld,Surf east
Sinnoh,Route 213,Beach,Max Revive,1,Hidden,On umbrella
Sinnoh,Route 213,Beach,PP Up,1,Overworld,South step
Sinnoh,Route 213,Footstep House,TM - Trick Room,1,NPC Gift,Talk to clown
Sinnoh,Route 213,Beach,Suite Key,1,Hidden,SE step
Sinnoh,Route 213,Beach,Yellow Shard,1,Overworld,Through house
Sinnoh,Route 213,Beach,Pearl,1,Hidden,SE step
Sinnoh,Route 213,Beach,Heart Scale,1,Hidden,SE step
Sinnoh,Route 213,Beach,Pearl,1,Hidden,West step
Sinnoh,Route 213,Beach,Pearl,1,Hidden,Near fisher
Sinnoh,Route 213,Beach,Pearl,1,Hidden,SW step
Sinnoh,Route 213,Beach,Heart Scale,1,Hidden,SW step
Sinnoh,Route 213,Beach,Hyper Potion,1,Hidden,Smash rock
Sinnoh,Route 213,Beach,TM - Skull Bash,1,Overworld,Smash rock
Sinnoh,Route 213,Rock Climb,HP Up,1,Hidden,Grass
Sinnoh,Route 213,Rock Climb,TM - Brave Bird,1,Overworld,Rock climb
Sinnoh,Route 213,Water,Big Pearl,1,Hidden,West step
Sinnoh,Route 213,Water,Max Revive,1,Overworld,West step
Sinnoh,Route 213,Water,Water Stone,1,Overworld,South east step
Sinnoh,Route 213,Water,Big Pearl,1,Hidden,In rock
Sinnoh,Route 213,House Area,Protein,1,Overworld,Rock climb south
Sinnoh,Route 213,House Area,Max Revive,1,Hidden,In trash can
Sinnoh,Route 214,Main Path,Max Repel,1,Overworld,South east step
Sinnoh,Route 214,Main Path,BigMushroom,1,Hidden,In tree
Sinnoh,Route 214,Main Path,Carbos,1,Hidden,SW step
Sinnoh,Route 214,Main Path,Magmarizer,1,Overworld,Smash rock
Sinnoh,Route 214,Main Path,Razor Fang,1,Hidden,Tall grass
Sinnoh,Route 214,Main Path,Big Root,1,Overworld,NE step
Sinnoh,Route 214,Main Path,Red Shard,1,Overworld,SW step
Sinnoh,Route 214,Water,Rare Candy,1,Overworld,Surf NE
Sinnoh,Route 215,Main Path,Max Ether,1,Overworld,East step
Sinnoh,Route 215,Main Path,TM - Payback,1,NPC Gift,Talk to fighter
Sinnoh,Route 215,Main Path,Revive,1,Hidden,North step
Sinnoh,Route 215,Main Path,Fist Plate,1,Overworld,Cut tree
Sinnoh,Route 215,Main Path,Hyper Potion,1,Overworld,Jump ledge
Sinnoh,Route 215,Main Path,Ultra Ball,1,Hidden,Grass
Sinnoh,Route 215,Main Path,HP Up,1,Overworld,NE step
Sinnoh,Route 215,Main Path,TM - Air Slash,1,Overworld,Cut tree
Sinnoh,Route 215,Main Path,Iron,1,Hidden,SW step
Sinnoh,Route 215,Main Path,Full Heal,1,Overworld,SW step
Sinnoh,Route 216,Snow Path,PP Up,1,Hidden,West step
Sinnoh,Route 216,Snow Path,Full Heal,1,Overworld,North/West
Sinnoh,Route 216,Snow Path,Revive,1,Overworld,West step
Sinnoh,Route 216,Upper Ledges,Mental Herb,1,Overworld,Rock climb
Sinnoh,Route 216,Upper Ledges,HP Up,1,Overworld,East step
Sinnoh,Route 216,Upper Ledges,Max Potion,1,Overworld,South step
Sinnoh,Route 216,Upper Ledges,TM - Ice Beam,1,Overworld,Rock climb
Sinnoh,Route 217,Snow Path,Blue Shard,1,Overworld,NW step
Sinnoh,Route 217,Snow Path,Revival Herb,1,Hidden,NE step
Sinnoh,Route 217,Snow Path,Nugget,1,Hidden,NW step
Sinnoh,Route 217,Snow Path,Ultra Ball,1,Overworld,East step
Sinnoh,Route 217,Snow Path,Full Heal,1,Hidden,Snow
